도메인,카테고리,대화셋일련번호,화자,문장번호,고객의도,상담사의도,QA,고객질문(요청),상담사질문(요청),고객답변,상담사답변,개체명 ,용어사전,지식베이스
다산콜센터,일반행정 문의,B23003,고객,13,여권재발급,,Q,대리 수령은 가능한가요?,,,네 수령은 대리로 가능하세요.,,,
다산콜센터,일반행정 문의,B23003,고객,15,여권재발급,,Q,대리수령할때 준비해갈게 있을까요?,,,"대리수령시 신청인 신분증과 대리인신분증, 접수증 있으시면 됩니다.",,,
다산콜센터,일반행정 문의,B23003,고객,17,여권재발급,,Q,접수하고 얼마나 기다려야할까요?,,,영업일 기준 3일째에 받아보실 수 있습니다.,,,
다산콜센터,일반행정 문의,B23003,고객,19,여권재발급,,Q,재발급 비용은 얼마인가요?,,,5만원입니다.,비용,비용/돈,"비용,돈"
다산콜센터,일반행정 문의,B23004,고객,6,불법주차신고,,Q,그동안 주차한것도 누적으로 벌금 때릴수 있나요?,,,아니요 이전 신고 없으셨으면 누적은 불가능하십니다.,벌금,벌금/체벌,"벌금,체벌"
다산콜센터,일반행정 문의,B23004,고객,8,불법주차신고,,Q,그럼 오늘 신고건만 벌금 부과가 되나요?,,,네 그렇습니다.,신고,신고/민원,"신고,민원"
다산콜센터,일반행정 문의,B23004,고객,17,불법주차신고,,Q,벌금이 얼마나 되나요?,,,과태료 10만원 부과됩니다.,벌금,벌금/체벌,"벌금,체벌"
다산콜센터,일반행정 문의,B23004,고객,19,불법주차신고,,Q,신고포상금 있나요?,,,아뇨 없습니다.,신고포상금,신고포상금/포상금,"신고포상금,포상금"
다산콜센터,일반행정 문의,B23005,고객,8,입주확정일자,,Q,네 직접방문해야 되나요?,,,"네 가까운 동,면사무소 가셔서 확정일자 받으세면 됩니다.",,,
다산콜센터,일반행정 문의,B23005,고객,10,입주확정일자,,Q,챙겨가야할 서류 있나요?,,,계약서랑 신분증 챙겨가시면 됩니다.,,,
다산콜센터,일반행정 문의,B23005,고객,12,입주확정일자,,Q,점심 시간 있나요?,,,통상 12시부터 1시 이지만 로테이션 근무라서 업무처리에 지장 없으실겁니다.,,,
다산콜센터,일반행정 문의,B23005,고객,14,입주확정일자,,Q,몇시까지 하나요?,,,6시까지 운영합니다.,,,
다산콜센터,일반행정 문의,B23005,고객,18,입주확정일자,,Q,음.. 확정일자 바로 나오나요?,,,네 그 자리에서 바로 나실거에요.,확정만기일,확정/정함,"확정만기일,정함"
다산콜센터,일반행정 문의,B23006,고객,5,여권발급,,Q,몇년 단위가 있나요?,,,5년부터 15년까지 있습니다.,몇 년,몇 년,몇년
다산콜센터,일반행정 문의,B23006,고객,7,여권발급,,Q,15년으로 해서 여권 안에 도장이 다 찍히면 어떻게 하나요?,,,그럼 재발급 받으시면 됩니다.,여권,여권/신분증,"여권,신분증"
다산콜센터,일반행정 문의,B23006,고객,9,여권발급,,Q,신규발급 금액은 얼마인가요?,,,5만3천원입니다.,,,
다산콜센터,일반행정 문의,B23006,고객,11,여권발급,,Q,재발급은 얼마인가요?,,,갱신비용도 동일합니다.,,,
다산콜센터,일반행정 문의,B23006,고객,13,여권발급,,Q,여행중에 여권 분실시 어떻게 하나요?,,,대사관에 연락하시어 신고하시면 됩니다.,여행,여행/휴가,"여행,휴가"
다산콜센터,일반행정 문의,B23006,고객,15,여권발급,,Q,제 여권을 다른 사람이 악용하면 어떻게 되나요?,,,대사관 신고 이후로 발생되는 범죄에 대해서는 증빙자료가 되어 분실자에게는 피해가 없도록 합니다.,여권,여권/신분증,"여권,신분증"
다산콜센터,일반행정 문의,B23006,고객,17,여권발급,,Q,그럼 저는 한국에 어떻게 한국에 돌아오나요?,,,임시 여권을 발급해줍니다.,한국,한국/대한민국/국가,"한국,국가"
다산콜센터,일반행정 문의,B23008,고객,4,부당채용,,Q,블라인드 채용 아닌가요?,,,네 맞습니다.,블라인드채용,블라인드채용/채용방법,"블라인드채용,채용방법"
다산콜센터,일반행정 문의,B23008,고객,9,부당채용,,Q,어떤 처벌이 내려지나요?,,,면접관 직위 해제 및 합격자 합격취소가 됩니다.,처벌,처벌/형벌,"처벌,형벌"
다산콜센터,일반행정 문의,B23008,고객,11,부당채용,,Q,그리고 합격자는 부장님 딸이라는 말도 있는데 확인 가능한가요?,,,네 확인해보겠습니다.,합격자,합격자/합격,"합격자,합격"
다산콜센터,일반행정 문의,B23008,고객,13,부당채용,,Q,저 신고한거는 익명성 보장되는거죠?,,,네 당연하죠 걱정마세요.,"신고,익명성",익명성/특성,"익명성,특성"
다산콜센터,일반행정 문의,B23008,고객,15,부당채용,,Q,그럼 채용 공석은 어떻게 되나요?,,,채용을 다시하거나 예비번호 순으로 연락드립니다.,공석,공석/결원,"공석,결원"
다산콜센터,일반행정 문의,B23008,고객,17,부당채용,,Q,채용을 다시 하면 언제쯤 공고가 나나요?,,,일단 부당채용에 대한 진위여부 파악 후에 공고가 올라갈 겁니다.,"채용,공고","채용/고용, 공고/알림","공고,알림"
다산콜센터,일반행정 문의,B23009,고객,3,교육접수문의,,Q,"홈페이지 보니까 다양한 클래스들 운영하고 있는데, 지금 접수 할 수있나요?",,,"마감한 클래스도 있고, 신청받고있는 수업도 있습니다.","홈페이지,클래스,접수","홈페이지/웹페이지, 클래스/교육프로그램","클래스,교육프로그램"
다산콜센터,일반행정 문의,B23009,고객,5,교육접수문의,,Q,어떤 수업 신청할 수 있죠?,,,"요리랑 미술수업, 운동 등이 있습니다.",신청,신청,신청
다산콜센터,일반행정 문의,B23009,고객,7,교육접수문의,,Q,운동은 어떤것들이 있죠?,,,"요가, 필라테스, 다이어트댄스, 줌바댄스가 있습니다.",운동,운동/교육프로그램,"운동,교육프로그램"
다산콜센터,일반행정 문의,B23009,고객,9,교육접수문의,,Q,필라테스는 언제부터 수업인가요?,,,"원래 다음주부터 예정이었는데, 코로나로 인해 10월개강으로 변경되었어요.",필라테스,필라테스/교육프로그램,"필라테스,교육프로그램"
다산콜센터,일반행정 문의,B23009,고객,11,교육접수문의,,Q,아 그럼 10월부터 시작인가요?,,,네 하지만 코로나로 인해 또 미뤄질 수도 있습니다.,,,
다산콜센터,일반행정 문의,B23009,고객,13,교육접수문의,,Q,그럼 일단 신청하고 미뤄지면 환불할 수 있나요?,,,네 가능합니다.,환불,환불/돈,"환불,돈"
다산콜센터,일반행정 문의,B23009,고객,15,교육접수문의,,Q,그럼 차후 일정은 어디서 확인하나요?,,,홈페이지에서 확인하실 수 있습니다.,일정,일정,일정
다산콜센터,일반행정 문의,B23009,고객,17,교육접수문의,,Q,네. 신청비는 얼마인가요?,,,필라테스 총 4회 수업에 5만원 입니다.,신청비,신청비/비용,"신청비,비용"
다산콜센터,일반행정 문의,B23010,고객,1,유충문의,,Q,이번에 인천 유충사건때문에요.. 저희지역은 믿을만한가요?,,,네 안심하고 사용하셔도 됩니다.,유충,유충/해충,"유충,해충"
다산콜센터,일반행정 문의,B23010,고객,3,유충문의,,Q,유충여부 확인은 했나요?,,,저희 시 저수장은 인천시와 달리 모래 여과자를 사용하는 표준정수처리방식으로 운영중이며 여과지 세척을 2~4일에 한번씩 하여 안전하게 공급하고 있습니다.,유충,유충/해충,"유충,해충"
다산콜센터,일반행정 문의,B23010,고객,5,유충문의,,Q,지금까지 유충 발견사례는 없나요?,,,네 없습니다.,유충,유충/해충,"유충,해충"
다산콜센터,일반행정 문의,B23010,고객,7,유충문의,,Q,수질점검은 얼마나 하나요?,,,수질점검도 주1회 주기적으로 하고 있습니다.,수질점검,수질점검/정부업무,"수질점검,정부업무"
다산콜센터,일반행정 문의,B23010,고객,9,유충문의,,Q,"그래도 이번 파문이 심각한데, 더 강화하는 방안은 없나요?",,,저희 시에서는 찾아가는 수돗물 안심확인제를 실시하여 시민의 불안감을 완화시키기 위해 노력하고 있습니다.,"파문,강화",,강화
다산콜센터,일반행정 문의,B23010,고객,13,유충문의,,Q,풀주소를 다 말씀 드려야 하나요?,,,동까지만 말씀해주세요.,,,
다산콜센터,일반행정 문의,B23011,고객,1,따릉이문의,,Q,따릉이 서울에만 있나요?,,,네. 서울시에서 운영하는거라 서울에서만 탑승가능하십니다.,따릉이,따릉이/서비스,"따릉이,서비스"
다산콜센터,일반행정 문의,B23011,고객,3,따릉이문의,,Q,경기도에는 자전거 빌릴수 있는게 없나요?,,,경기도 각 시마다 유무가 다릅니다.,경기도,경기도/경기도,경기도
다산콜센터,일반행정 문의,B23011,고객,6,따릉이문의,,Q,근데 따릉이 타면 제가 탄 거리를 어떻게 측정하나요?,,,따릉이 앞바퀴 굴러기는 거리를 산출해서 거리 측정이 가능합니다.,따릉이,따릉이/서비스,"따릉이,서비스"
다산콜센터,일반행정 문의,B23011,고객,8,따릉이문의,,Q,따릉이 훔쳐가는 경우도 있나요?,,,종종 있습니다. 하지만 대여 내역이 있기때문에 완전범죄는 있을 수 없습니다.,따릉이,따릉이/서비스,"따릉이,서비스"
다산콜센터,일반행정 문의,B23011,고객,13,따릉이문의,,Q,그게 뭔가요?,,,"보호자에게 위탁하거나 수강명령, 사회봉사, 보호관찰 등이 있습니다.","청소년,소년재판,소년보호처분","청소년/청소년, 소년재판/재판, 소년보호처분/벌칙","소년재판,벌칙"
다산콜센터,일반행정 문의,B23011,고객,15,따릉이문의,,Q,학교에서도 알게되나요?,,,네. 알려집니다.,"보호자,위탁",,위탁
다산콜센터,일반행정 문의,B23011,고객,17,따릉이문의,,Q,그럼 파손하면요?,,,공공기물파손으로 처벌 받으실 수 있습니다.,,,
다산콜센터,일반행정 문의,B23012,고객,1,혼인신고문의,,Q,20세 혼인신고 가능한가요?,,,네 가능합니다.,혼인신고,혼인신고/절차,"혼인신고,절차"
다산콜센터,일반행정 문의,B23012,고객,3,혼인신고문의,,Q,생일 안지나도 가능한가요?,,,네 가능하십니다.,생일,생일/기념일,"생일,기념일"
다산콜센터,일반행정 문의,B23012,고객,8,혼인신고문의,,Q,저만 가서 할 수 있나요?,,,네 가능합니다.,,,
다산콜센터,일반행정 문의,B23012,고객,11,혼인신고문의,,Q,어떤 서류가 필요하죠?,,,"방문자 신분증 원본과 미방문자의 도장, 신분증 원본이 필요합니다.",서류,서류/문서,"서류,문서"
다산콜센터,일반행정 문의,B23012,고객,13,혼인신고문의,,Q,도장은 어떤도장인가요? 인감도장이어야하나요?,,,일반도장도 가능하십니다.,인감도장,인감도장/도장,"인감도장,도장"
다산콜센터,일반행정 문의,B23012,고객,15,혼인신고문의,,Q,어디로 방문하면 되죠?,,,가까운 구청으로 방문하시면 됩니다.,,,
다산콜센터,일반행정 문의,B23012,고객,17,혼인신고문의,,Q,혼인신고 제출하면 취소할 순 없나요?,,,네 절대 불가입니다.,혼인신고,혼인신고/절차,"혼인신고,절차"
다산콜센터,일반행정 문의,B23012,고객,19,혼인신고문의,,Q,당일취소도 안되나요?,,,네 그렇기 때문에 신중히 제출해주셔야합니다.,,,
다산콜센터,일반행정 문의,B23013,고객,1,택시불편사항,,Q,택시 불편사항 신고접수 할 수 있나요?,,,교통불편신고 접수 가능하십니다.,불편사항,,불편사항
다산콜센터,일반행정 문의,B23013,고객,3,택시불편사항,,Q,다산콜 택시 불친절 신고 접수할때 개인정보 말해야 한다던데 꼭 말해야하나요?,,,"교통불편신고 접수시 민원처리 법률에 의거 성명, 전화번호, 주소를 확인해주셔야 합니다.",다산콜,다산콜/민원센터,"다산콜,민원센터"
다산콜센터,일반행정 문의,B23013,고객,5,택시불편사항,,Q,혹시 개인정보가 택시기사님께 유출되진않나요?,,,개인정보에 대해서는 철저하게 보장됩니다.,개인정보,개인정보/정보,"개인정보,정보"
다산콜센터,일반행정 문의,B23013,고객,14,택시불편사항,,Q,그럼 아무 조치도 이루어지지않나요?,,,불친절에 대한 주의와 교육을 진행합니다.,조치,조치/대책,"조치,대책"
다산콜센터,일반행정 문의,B23013,고객,16,택시불편사항,,Q,징계먹일 신고방법 없나요?,,,음성으로 판단될 상황은 징계를 할 수 있는 명확한 증거가 없어서 처분은 힘듭니다.,징계,징계/처벌,"징계,처벌"
다산콜센터,일반행정 문의,B23014,고객,1,공모전문의,,Q,2020년 서울시 지하철 시 공모전 일정이 궁금합니다.,,,지하철 시 공모전 공고는 아직 뜨지 않았습니다.,공모전,공모전/전시회,"공모전,전시회"
다산콜센터,일반행정 문의,B23014,고객,3,공모전문의,,Q,언제쯤 공고가 뜨나요?,,,작년은 10월경에 공고가 떴습니다. 곧 진행될 거같습니다.,공고,공고/알림,"공고,알림"
다산콜센터,일반행정 문의,B23014,고객,6,공모전문의,,Q,어떤거 있는데요?,,,현재 서울교통공사에서 진행중인 공모전입니다.,,,
다산콜센터,일반행정 문의,B23014,고객,8,공모전문의,,Q,분야가 뭔가요?,,,사진 공모전입니다.,분야,,분야
다산콜센터,일반행정 문의,B23014,고객,10,공모전문의,,Q,주제는 뭔가요?,,,서울속 지하철 다양한 모습을 조화롭게 드러내주시면 됩니다.,주제,주제,주제
다산콜센터,일반행정 문의,B23014,고객,12,공모전문의,,Q,참가자격은요?,,,"대학생, 대학원생, 일반인 다 참여 가능합니다.",자격,자격/조건,"자격,조건"
다산콜센터,일반행정 문의,B23014,고객,14,공모전문의,,Q,시상금은 얼마인가요?,,,1등 시상금 300만원 입니다.,시상금,시상금/금액,"시상금,금액"
다산콜센터,일반행정 문의,B23014,고객,16,공모전문의,,Q,다른 혜택은 없나요?,,,사진협회 입회점수도 드립니다.,헤택,혜택/이익,"헤택,이익"
다산콜센터,일반행정 문의,B23014,고객,18,공모전문의,,Q,일정이 어떻게 되나요?,,,이번달 말일 까지 입니다.,일정,,일정
다산콜센터,일반행정 문의,B23014,고객,20,공모전문의,,Q,자세한 내용은 어디서 확인하죠?,,,공모전 홈페이지에서 확인하시면 됩니다.,,,
다산콜센터,일반행정 문의,B23015,고객,1,지원금문의,,Q,청년구직활동지원금이 뭔가요?,,,청년구직확동지원금이란 취업준비하는 청년들에게 매월 50만원씩 최대 6개월간 취업준비비용을 지원하는 제도 입니다.,청년구직활동지원금,청년구직활동지원금/지원정책,"청년구직활동지원금,지원정책"
다산콜센터,일반행정 문의,B23015,고객,3,지원금문의,,Q,언제부터 하는 제도에요?,,,2019년부터 지급 시작한 정책입니다.,,,
다산콜센터,일반행정 문의,B23015,고객,5,지원금문의,,Q,어디서 신청하나요?,,,온라인청년센터 통해서 신청가능합니다!,,,
다산콜센터,일반행정 문의,B23015,고객,11,지원금문의,,Q,제 친구는 더 먼저 졸업해서 2년이 넘었는데 그럼 신청이 안될까요?,,,네 지원대상이 아니세요.,졸업,졸업/상태,"졸업,상태"
다산콜센터,일반행정 문의,B23015,고객,14,지원금문의,,Q,어떤혜택을 받는지 알려주실래요?,,,월 50만원씩 최대 300만원 지원을 받습니다.,혜택,혜택/이익,"혜택,이익"
다산콜센터,일반행정 문의,B23015,고객,16,지원금문의,,Q,만약 중간에 취직하면요?,,,취업하시면 3개월 근무시 연금 50만원을 지급합니다.,취직,취직/상태,"취직,상태"
다산콜센터,일반행정 문의,B23015,고객,18,지원금문의,,Q,다른 혜택은 없나요?,,,"있습니다. 다양한 취업지원프로그램과 멘토링, 직무교육 등을 운영합니다.",혜택,혜택/이익,"혜택,이익"
다산콜센터,일반행정 문의,B23016,고객,1,청년수당문의,,Q,서울시 청년수당이 뭔가요?,,,서울시 거주하는 만19세~34세 미취업 청년들의 구직활동을 촉진하는 수당을 지급하는 제도입니다.,서울시청년수당,서울시청년수당/지원정책,"서울시청년수당,지원정책"
다산콜센터,일반행정 문의,B23016,고객,3,청년수당문의,,Q,얼마나 지원해주나요?,,,매월 50만원씩 최대 6개월간 지급됩니다.,,,
다산콜센터,일반행정 문의,B23016,고객,5,청년수당문의,,Q,지원금은 어디에 쓸 수 있나요?,,,"교육비, 독서실비 등 직접적인 구직활동에 활용 가능하십니다.",지원금,지원금/지원정책,"지원금,지원정책"
다산콜센터,일반행정 문의,B23016,고객,7,청년수당문의,,Q,식비로 사용 못하나요?,,,"활동을 위해 소요되는 식비, 통신비, 교통비에도 다양하게 사용 가능합니다.",식비,식비/비용,"식비,비용"
다산콜센터,일반행정 문의,B23016,고객,10,청년수당문의,,Q,신청요건은 어떻게 되나요?,,,신청일 기준 주민등록상 서울시 거주자여야 합니다.,신청요건,신청요건,신청요건
다산콜센터,일반행정 문의,B23016,고객,12,청년수당문의,,Q,신청 어디서 하면 되나요?,,,서울청년포털에 접속하신 후 온라인으로 접수하시면 됩니다.,신청,신청/청구,"신청,청구"
다산콜센터,일반행정 문의,B23016,고객,14,청년수당문의,,Q,휴학생도 신청할 수 있나요?,,,"대학 재학중, 휴학중이시면 신청 불가합니다.",휴학생,휴학생/상태,"휴학생,상태"
다산콜센터,일반행정 문의,B23016,고객,16,청년수당문의,,Q,아 졸업한 사람들 대상인가요?,,,네. 졸업 후 2년을 경과하지 않은 청년 대상입니다.,졸업,졸업/상태,"졸업,상태"
다산콜센터,일반행정 문의,B23017,고객,1,출생신고문의,,Q,출생신고 어떻게 하나요?,,,방문신고와 온라인신고가 있습니다.,출생신고,출생신고/절차,"출생신고,절차"
다산콜센터,일반행정 문의,B23017,고객,3,출생신고문의,,Q,방문신고 어떻게 하나요?,,,주민센터 방문하셔서 신고하시면 됩니다.,방문신고,방문신고/방법,"방문신고,방법"
다산콜센터,일반행정 문의,B23017,고객,5,출생신고문의,,Q,온라인으로는 어떻게 하나요?,,,전자가족관계등록시스템 홈페이지 접속하시어 신고하시면 됩니다.,온라인,온라인/방법,"온라인,방법"
다산콜센터,일반행정 문의,B23017,고객,7,출생신고문의,,Q,신고 기간이 따로 정해져 있나요?,,,출생일로부터 30일 이내 신고하셔야 합니다.,,,
다산콜센터,일반행정 문의,B23017,고객,9,출생신고문의,,Q,늦게 하면 어떻게 되나요?,,,30일 초과 시 과태료과 부과됩니다.,,,
다산콜센터,일반행정 문의,B23017,고객,11,출생신고문의,,Q,과태료 많이 무나요?,,,1만원부터 6개월 이상 초과시 최대 5만원까지 부과됩니다.,과태료,과태료/벌금,"과태료,벌금"
다산콜센터,일반행정 문의,B23017,고객,13,출생신고문의,,Q,출생신고 준비물은 뭔가요?,,,"아기 이름과 출생증명서, 부모 등록기준지 정보, 부모 신분증 있으셔야 합니다.",출생신고,출생신고/절차,"출생신고,절차"
다산콜센터,일반행정 문의,B23017,고객,15,출생신고문의,,Q,"저출산정책같은거 많던데, 출생신고하면 혜택같은거 있나요?",,,"아동, 양육수당 있으시고 전기료 감면 등 다양한 혜택 제공하고 있습니다.",저출산정책,저출산정책/지원정책,"저출산정책,지원정책"
다산콜센터,일반행정 문의,B23017,고객,17,출생신고문의,,Q,신청은 어떻게 하나요?,,,주민센터 복지창구에서 신청하시면 됩니다.,,,
다산콜센터,일반행정 문의,B23017,고객,19,출생신고문의,,Q,아동수당은 얼마씩 받나요?,,,36개월까지 매달 10만원씩 지원됩니다.,아동수당,아동수당/지원정책,"아동수당,지원정책"
다산콜센터,일반행정 문의,B23018,고객,7,한부모가정,,Q,지원금은 얼마인가요?,,,자녀 수에 따라 다릅니다.,지원금,지원금/지원정책,"지원금,지원정책"
다산콜센터,일반행정 문의,B23018,고객,12,한부모가정,,Q,신청하고 싶은데 어떻게 해야하나요?,,,오프라인 신청은 주민센터에서 가능하십니다.,신청,,신청
다산콜센터,일반행정 문의,B23018,고객,14,한부모가정,,Q,온라인으로 신청할 수 있나요?,,,네 가능하세요. 복지로 홈페이지에서 할 수 있습니다.,온라인,온라인/방법,"온라인,방법"
다산콜센터,일반행정 문의,B23018,고객,16,한부모가정,,Q,필요서류는 어떤건가요?,,,확정일자를 받은 임대차 계약서와 사용대차 확인서 등이 있습니다.,,,
다산콜센터,일반행정 문의,B23018,고객,18,한부모가정,,Q,오프라인 서류와 동일한가요?,,,약간 차이가 있습니다. 잘 모르시면 오프라인으로 받으시면 자세한 설명 도와주실거세요.,,,
다산콜센터,일반행정 문의,B23019,고객,3,한부모가정,,Q,제가 작년부터 한부모가정 혜택을 받고있는데 임대아파트 신청할 수 있을까요?,,,네 신청가능하십니다.,한부모가정,한부모가정/상태,"한부모가정,상태"
다산콜센터,일반행정 문의,B23019,고객,5,한부모가정,,Q,임대아파트는 어떤 종류가 있나요?,,,"영구임대,국민임대, 전세임대, 기존주택 매입 전세임대가 있습니다.",임대아파트,임대아파트/지원사업,"임대아파트,지원사업"
다산콜센터,일반행정 문의,B23019,고객,7,한부모가정,,Q,몇 년 단위로 계약을 하나요?,,,2년 단위로 계약을 체결합니다.,계약,,계약
다산콜센터,일반행정 문의,B23019,고객,9,한부모가정,,Q,임대료나 보증금도 드나요?,,,네. 들긴하지만 시중 시세보다 낮은 금액으로 들어가실 수 있으세요.,"보증금,임대료","보증금/돈, 임대료/돈","임대료,돈"
다산콜센터,일반행정 문의,B23019,고객,11,한부모가정,,Q,얼마나 저렴한데요?,,,임대료는 시세의 30% 수준입니다.,,,
다산콜센터,일반행정 문의,B23019,고객,13,한부모가정,,Q,신청은 어디서 하나요?,,,지역 읍면동 주민센터 통해서 입주신청하면 됩니다.,신청,,신청
다산콜센터,일반행정 문의,B23019,고객,15,한부모가정,,Q,어떤 아파튼지 미리 확인할 수 있을까요?,,,네 가능하십니다. 마이홈 홈페이지에서 공고문 확인하시면 됩니다.,,,
다산콜센터,일반행정 문의,B23019,고객,17,한부모가정,,Q,임대 받을 확률은 어느정도 인가요?,,,한부모가정이시면 1순위라서 받으실 확률은 매우 높으세요.,임대,,임대
다산콜센터,일반행정 문의,B23020,고객,1,청년저축계좌,,Q,청년저축계좌 지금 신청할 수 있나요?,,,죄송하지만 이미 신청기간이 지났습니다.,청년저축계좌,청년저축계좌/지원사업,"청년저축계좌,지원사업"
다산콜센터,일반행정 문의,B23020,고객,3,청년저축계좌,,Q,그럼 다른 정책 없나요?,,,희망두배 청년통장 신청하실수 있습니다.,정책,정책/정치,"정책,정치"
다산콜센터,일반행정 문의,B23020,고객,5,청년저축계좌,,Q,그건 뭔가요?,,,청년저축계좌랄 비슷한 정책입니다.,,,
다산콜센터,일반행정 문의,B23020,고객,7,청년저축계좌,,Q,서울시민 대상인가요?,,,네 맞습니다.,서울시민,서울시민/시민,"서울시민,시민"
다산콜센터,일반행정 문의,B23020,고객,11,청년저축계좌,,Q,얼마를 추가 적립해주나요?,,,저축액을 두 배로 적립해줍니다.,적립,적립,적립
다산콜센터,일반행정 문의,B23020,고객,13,청년저축계좌,,Q,모집인원은 어떻게 되죠?,,,총 3천명입니다.,모집인원,모집인원/인원,"모집인원,인원"
다산콜센터,일반행정 문의,B23020,고객,15,청년저축계좌,,Q,신청기간은요?,,,이번달 24일까지 신청기간이니 서둘러 신청해주세요.,신청기간,신청기간/기간,"신청기간,기간"
다산콜센터,일반행정 문의,B23020,고객,17,청년저축계좌,,Q,네 주소지가 서울이면 되는거죠?,,,네 서울거주자이시면서 만 18세~34세 이하의 청년 대상입니다.,주소지,주소지/행정구역,"주소지,행정구역"
다산콜센터,일반행정 문의,B23021,고객,12,청년저축계좌,,Q,그럼 총 어느정도 혜택을 받을 수 있나요?,,,"매달 10만원 저축이시면 장려금 30만원 지원받으셔서 3년 후 1,440만원을 마련하실 수 있습니다.",혜택,혜택/이익,"혜택,이익"
다산콜센터,일반행정 문의,B23021,고객,14,청년저축계좌,,Q,3년동안 계속 10만원씩 해야하나요?,,,네. 청년저축계좌 유지조건으로 3년간 근로활동을 계속 하셔야 합니다.,,,
다산콜센터,일반행정 문의,B23021,고객,16,청년저축계좌,,Q,"아, 일도 쉬면 안되나요?",,,네 근로장려 목적이기때문에 근로활동의 공백이 생기지 않도록 주의하셔야 합니다.,,,
다산콜센터,일반행정 문의,B23021,고객,18,청년저축계좌,,Q,또 다른 조건 있나요?,,,다른 조건으로는 3년안에 국가공인자격증 1개 이상을 취득해야 합니다.,,,
다산콜센터,일반행정 문의,B23022,고객,3,신혼부부정책,,Q,저희가 작년에 결혼했는데 신혼부부 조건이 맞나요?,,,네 결혼 7년 이내 부부는 신혼부부에 해당합니다.,신혼부부,신혼부부/상태,"신혼부부,상태"
다산콜센터,일반행정 문의,B23022,고객,5,신혼부부정책,,Q,대출 상품이 뭐가 있나요?,,,임대차 보증금 지원사업과 버팀목 전세자금 대출이 있습니다.,대출,대출/돈,"대출,돈"
다산콜센터,일반행정 문의,B23022,고객,7,신혼부부정책,,Q,어떤 은행에서 받을 수 있나요?,,,"하나은행, 국민, 신한은행을 통해서 받으실 수 있습니다.",,,
다산콜센터,일반행정 문의,B23022,고객,9,신혼부부정책,,Q,"음,. 버팀목 대출 받으려면 조건이 있나요?",,,두분 합산 연소득이 9천 7백만원 이하셔야 합니다.,버팀목,버팀목/지원사업,"버팀목,지원사업"
다산콜센터,일반행정 문의,B23022,고객,12,신혼부부정책,,Q,서울소재 주택만 가능한건가요?,,,네 서울시 관내 소재하는 주택만 대상이 되십니다.,주택,주택/거주지,"주택,거주지"
다산콜센터,일반행정 문의,B23022,고객,14,신혼부부정책,,Q,대출한도는 어떻게 되나요?,,,최대 2억원까지 대출 가능하십니다.,대출한도,대출한도/한도,"대출한도,한도"
다산콜센터,일반행정 문의,B23022,고객,16,신혼부부정책,,Q,100% 다 대출받을 수 있나요?,,,전세보증금의 90%까지만 대출 받으실 수 있습니다.,대출,대출/돈,"대출,돈"
다산콜센터,일반행정 문의,B23022,고객,18,신혼부부정책,,Q,그럼 나머지 10%에 대해서는 그냥 대출을 받을 수 있나요?,,,네 은행 상품으로 대출 받으셔서 주택 마련하셔도 됩니다.,대출,대출/돈,"대출,돈"
다산콜센터,일반행정 문의,B23023,고객,5,신혼부부정책,,Q,그럼 그 한정된 곳에서 집을 찾아야하나요?,,,네. 하지만 해당안하는 집이 매우 한정적이라 큰 제한은 아니실거에요.,,,
다산콜센터,일반행정 문의,B23023,고객,8,신혼부부정책,,Q,대출 한도는 어떻게 되나요?,,,최대 2억원까지 받으실 수 있습니다.,대출한도,대출한도/한도,"대출한도,한도"
다산콜센터,일반행정 문의,B23023,고객,10,신혼부부정책,,Q,금리는 얼마에요?,,,연 3.15%입니다.,금리,금리/이자,"금리,이자"
다산콜센터,일반행정 문의,B23023,고객,12,신혼부부정책,,Q,그렇게 낮은편은 아니네요?,,,네. 하지만 서울시에서 아치보전 금리를 지원하여 그만큼 차감해주는 사업을 진행하고 있습니다.,,,
다산콜센터,일반행정 문의,B23023,고객,14,신혼부부정책,,Q,그게 뭔가요?,,,기본금리에서 이차보전 금리를 차감한 본인 부담 금리가 1%이하인 경우에는 1%를 적용하는 것입니다.,,,
다산콜센터,일반행정 문의,B23023,고객,16,신혼부부정책,,Q,와. 그럼 1% 이율이네요?,,,네 맞습니다.,,,
다산콜센터,일반행정 문의,B23023,고객,18,신혼부부정책,,Q,대출기간은 어떻게 되죠?,,,기본 2년에 2년 더 연장하실 수 있습니다.,대출기간,대출기간/기간,"대출기간,기간"
다산콜센터,일반행정 문의,B23024,고객,3,연말정산신청,,Q,제가 5월에 퇴사 했는데 연말정산 해야하나요?,,,네 대상자이십니다.,"퇴사 ,연말정산","퇴사 /상태, 연말정산/정산","연말정산,정산"
다산콜센터,일반행정 문의,B23024,고객,5,연말정산신청,,Q,제가 혼자서는 안해봐서 ... 혼자 해야겠죠?,,,네 국세청 홈페이지에서 간편하게 안내해드리니까 어려움 없이 하실 수 있으세요.,,,
다산콜센터,일반행정 문의,B23024,고객,7,연말정산신청,,Q,제가 준비해야할 것은 없나요?,,,전년도 고용보험 납입 내역 준비하셔야 합니다,,,
다산콜센터,일반행정 문의,B23024,고객,9,연말정산신청,,Q,그건 어디서 확인할 수 있나요?,,,전 직장에 요청하시면 됩니다.,,,
